,Name,Finished,Multiple,Phone pickups,Screen time,Date,Drink,Meditation,Mentality,Satisfaction,Reading,Productivity,Rise time,Run,Social,Tech,Total,Tot To-do,Work done %,Key_words
167,Fell but will get up tomorrow,10,3.0,80,201,2021-03-30,0.0,5.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.4359,13,0.192,0
168,Back to Work,12,3.0,77,91,2021-04-29,0.0,15.0,0.0,0.0,15.0,0.0,120.0,0.0,0.0,0.0,0.761,14,0.283,0
169,April Fools~,15,4.0,64,183,2021-04-01,0.0,15.0,0.0,0.0,35.0,0.0,73.0,0.0,0.0,0.0,0.8669,15,0.33,0
170,Drink with Teddy ,8,3.0,113,126,2021-04-02,1.0,15.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.6149,13,0.185,0
171,Fall,0,1.0,75,423,2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.2727,0,0.0,0
172,Drink with Youjoon,7,3.0,84,105,2021-04-04,1.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.3623,12,0.175,0
173,Down Hill,2,1.0,56,527,2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0849,13,0.046,0
174,Get up,10,3.0,77,99,2021-04-06,0.0,0.0,0.0,0.0,35.0,0.0,160.0,0.0,0.0,0.0,0.5996,15,0.22,0
175,Back on my feet,13,4.0,100,126,2021-04-07,0.0,0.0,0.0,0.0,35.0,0.0,75.0,0.0,0.0,0.0,0.7607,14,0.306,0
176,Ambushed,14,4.0,86,150,2021-04-08,0.0,15.0,0.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,0.7831,18,0.257,0
177,Vector 2: Me 1,4,4.0,78,195,2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.4924,11,0.109,0
178,Drink with Jin,8,3.0,96,295,2021-04-10,1.0,10.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.3511,13,0.185,0
179,Calm before a storm,5,2.0,65,271,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.3397,12,0.125,0
180,Just Live,7,3.0,56,188,2021-04-12,0.0,0.0,0.0,0.0,23.0,0.0,180.0,0.0,0.0,0.0,0.4717,15,0.154,0
181,Spark,17,4.0,103,280,2021-04-13,0.0,15.0,0.0,0.0,38.0,0.0,-10.0,0.0,0.0,0.0,0.8524,17,0.33,0
182,Progress,13,3.0,86,262,2021-04-14,0.0,15.0,0.0,0.0,22.0,0.0,180.0,0.0,0.0,0.0,0.6747,14,0.306,0
183,Blackhole of YouTube,11,3.0,56,445,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.5292,14,0.259,0
184,Tough Day,6,3.0,39,520,2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0926,12,0.15,0
185,VISA,5,4.0,47,202,2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.3836,10,0.15,0
186,Searching for direction,4,2.0,79,300,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.1635,9,0.133,0
187,4 Dimensional Space,4,4.0,103,375,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.2843,9,0.133,0
188,Call me by your name,6,2.0,84,412,2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.319,11,0.164,0
189,Come on,8,2.0,93,160,2021-04-21,0.0,0.0,0.0,0.0,30.0,0.0,240.0,0.0,0.0,0.0,0.4099,12,0.2,0
190,Just Stand,5,3.0,80,171,2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.3149,9,0.167,0
191,Break,5,3.0,92,134,2021-04-23,0.0,0.0,0.0,0.0,15.0,0.0,165.0,0.0,0.0,0.0,0.4942,9,0.167,0
192,Break2,5,2.0,55,377,2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.4689,10,0.15,0
193,Grab onto everything you can,8,4.0,68,70,2021-04-25,0.0,0.0,0.0,0.0,7.0,0.0,270.0,0.0,0.0,0.0,0.3713,12,0.2,0
194,IQOL day,8,3.0,91,118,2021-04-26,0.0,0.0,0.0,0.0,30.0,0.0,225.0,0.0,0.0,0.0,0.4475,13,0.185,0
195,3 Weeks Left,11,3.0,80,100,2021-04-27,0.0,15.0,0.0,0.0,34.0,0.0,190.0,0.0,0.0,0.0,0.671,13,0.254,0
196,Unexamined life is not worth living,8,3.0,90,104,2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.4617,12,0.2,0
197,Slump,4,1.0,31,404,2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0863,12,0.1,0
198,2 points in Quizam,11,4.0,37,257,2021-05-02,0.0,0.0,0.0,0.0,15.0,0.0,200.0,0.0,0.0,0.0,0.5296,13,0.254,0
199,Hello Talk,9,3.0,57,148,2021-05-03,0.0,0.0,0.0,0.0,23.0,0.0,240.0,0.0,0.0,0.0,0.4359,13,0.208,0
200,Unlocked,11,5.0,77,141,2021-05-04,0.0,0.0,0.0,0.0,78.0,0.0,-70.0,0.0,0.0,0.0,0.8324,13,0.254,0
201,Back at it,14,4.0,70,151,2021-05-05,0.0,15.0,0.0,0.0,27.0,0.0,59.0,0.0,0.0,0.0,0.8682,14,0.33,0
202,Finish Strong,15,4.0,120,246,2021-05-06,0.0,15.0,0.0,0.0,31.0,0.0,50.0,0.0,0.0,0.0,0.8151,16,0.309,0
203,1 more week,15,4.0,80,230,2021-05-07,0.0,15.0,0.0,0.0,40.0,0.0,210.0,0.0,0.0,0.0,0.7033,15,0.33,0
204,Just like Jaeseok You,14,3.0,98,150,2021-05-08,0.0,15.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.7474,16,0.289,0
205,Final Exam Preparation,10,4.0,80,134,2021-05-09,0.0,15.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.7367,11,0.273,0
206,Wisdom Tooth and Probability Finals,9,4.0,67,187,2021-05-10,0.0,10.0,0.0,0.0,26.0,0.0,140.0,0.0,0.0,0.0,0.7364,9,0.3,0
207,Breather,8,2.0,62,509,2021-05-11,0.0,0.0,0.0,0.0,30.0,0.0,180.0,0.0,0.0,0.0,0.4687,10,0.24,0
208,98 in Prob,8,3.0,95,186,2021-05-12,0.0,15.0,0.0,0.0,26.0,0.0,155.0,0.0,0.0,0.0,0.6919,9,0.267,0
209,Finish Strong,6,3.0,107,321,2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.47,9,0.2,0
210,DANL: Unprepared,7,3.0,82,174,2021-05-14,0.0,15.0,0.0,0.0,34.0,0.0,180.0,0.0,0.0,0.0,0.6457,9,0.234,0
211,Vector 1837 Me 2,7,5.0,87,190,2021-05-15,0.0,15.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.7015,8,0.263,0
212,The Process is the Dream,7,3.0,77,382,2021-05-16,0.0,12.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.5613,10,0.21,0
213,ACCT Final Preparation,13,4.0,108,217,2021-05-17,0.0,15.0,0.0,0.0,21.0,0.0,25.0,0.0,0.0,0.0,0.8145,14,0.306,0
214,D-1,10,4.0,71,82,2021-05-18,0.0,15.0,0.0,0.0,16.0,0.0,104.0,0.0,0.0,0.0,0.8102,10,0.3,0
215,Spring 2021 Done,10,3.0,75,328,2021-05-19,0.0,0.0,0.0,0.0,23.0,0.0,-30.0,0.0,0.0,0.0,0.6556,12,0.25,0
216,VISA Interview prep,12,4.0,82,232,2021-05-20,0.0,15.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.6318,14,0.283,0
217,Drink with Youjoon,12,4.0,165,180,2021-05-21,1.0,10.0,0.0,0.0,43.0,0.0,-140.0,0.0,0.0,0.0,0.8546,12,0.3,0
218,Drink with B-Link,4,4.0,114,184,2021-05-22,1.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.406,10,0.12,0
219,Break,3,2.0,68,368,2021-05-23,0.0,0.0,0.0,0.0,25.0,0.0,150.0,0.0,0.0,0.0,0.3699,12,0.075,0
220,2K,10,3.0,97,167,2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.5186,13,0.231,0
221,2k2,12,3.0,96,120,2021-05-25,1.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.6036,16,0.248,0
222,Aunt,7,3.0,113,347,2021-05-26,1.0,15.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.4593,11,0.191,0
223,2K,6,2.0,73,281,2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.2936,12,0.15,0
224,2 down 1 more to go (driver's license),7,3.0,95,192,2021-05-28,1.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.5116,12,0.175,0
225,On the come up,10,3.0,77,117,2021-05-29,1.0,0.0,0.0,0.0,10.0,0.0,190.0,0.0,0.0,0.0,0.495,13,0.231,0
226,Work hard play hard,13,3.0,96,199,2021-05-30,0.0,15.0,0.0,0.0,25.0,0.0,119.0,0.0,0.0,0.0,0.7439,15,0.286,0
227,The best meet up of the year,12,4.0,122,151,2021-05-31,1.0,10.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,0.6895,14,0.283,0
228,아빠와 딸,7,4.0,138,105,2021-06-25,1.0,15.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,0.7107,9,0.234,0
229,Reorganize & Began blogging,13,4.0,102,197,2021-06-01,0.0,0.0,0.0,0.0,14.0,0.0,20.0,0.0,0.0,0.0,0.7104,15,0.286,0
230,Becoming a Blogger,13,5.0,128,217,2021-06-02,1.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.6859,14,0.306,0
231,Driving License Prep,11,3.0,61,174,2021-06-03,0.0,15.0,0.0,0.0,55.0,0.0,19.0,0.0,0.0,0.0,0.8546,12,0.275,0
232,Driver License - CHECK,12,3.0,95,163,2021-06-04,1.0,15.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.7566,14,0.283,0
233,혼술,13,4.0,138,185,2021-06-05,1.0,15.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.7194,14,0.306,0
234,Blog & Dad's financial plan,10,4.0,50,237,2021-06-06,0.0,15.0,0.0,0.0,28.0,0.0,167.0,0.0,0.0,0.0,0.6775,12,0.25,0
235,Notion API - Check,11,5.0,121,199,2021-06-07,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706,12,0.275,0
236,Basketball with Sam - Rewarding day,16,5.0,144,224,2021-06-08,0.0,15.0,0.0,0.0,9.0,0.0,-35.0,0.0,0.0,0.0,0.8249,16,0.33,0
237,Self-Grind,12,4.0,105,137,2021-06-09,0.0,15.0,0.0,0.0,17.0,0.0,77.0,0.0,0.0,0.0,0.8045,12,0.3,0
238,Code Heavy Day,13,5.0,106,198,2021-06-10,0.0,15.0,0.0,0.0,35.0,0.0,-41.0,0.0,0.0,0.0,0.8577,13,0.3,0
239,드라이브,11,4.0,99,260,2021-06-11,0.0,15.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.7267,13,0.254,0
240,Gifted(Movie),10,3.0,84,185,2021-06-12,1.0,15.0,0.0,0.0,18.0,0.0,142.0,0.0,0.0,0.0,0.6521,12,0.25,0
241,장기 With Grandpa,10,4.0,120,173,2021-06-13,0.0,3.0,0.0,0.0,33.0,0.0,43.0,0.0,0.0,0.0,0.7647,10,0.3,0
242,Movie Night - Cruella,12,3.0,99,109,2021-06-14,0.0,15.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.7206,15,0.264,0
243,7 Habits,14,5.0,101,208,2021-06-15,0.0,15.0,0.0,0.0,45.0,0.0,56.0,0.74,0.0,0.0,0.8943,14,0.33,0
244,They cannot take away your self-respect if you do not let them,13,3.0,87,230,2021-06-16,0.0,15.0,0.0,0.0,47.0,0.0,60.0,0.0,0.0,0.0,0.8347,14,0.306,0
245,Movie Night - A Quiet Place,12,4.0,118,166,2021-06-17,0.0,15.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.846,13,0.277,0
246,Take off D-1,11,3.0,98,202,2021-06-18,1.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.765,14,0.259,0
247,COVID TEST,1,2.0,143,529,2021-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,10,0.03,0
248,Jeju - Day 1,9,4.0,151,197,2021-06-20,0.0,15.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.6659,12,0.225,0
249,Began working at Acacia,9,5.0,83,112,2021-06-21,0.0,5.0,0.0,0.0,0.0,0.0,-42.0,0.0,0.0,0.0,0.696,11,0.246,0
250,Teddy in Jeju,3,3.0,243,243,2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.5273,9,0.1,0
251,Jeju with Youjoon,7,4.0,124,222,2021-07-04,1.0,15.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.6411,9,0.234,0
252,안동소주,8,3.0,114,126,2021-07-05,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647,11,0.218,0
253,Plan for the pursuit of happiness ,10,4.0,131,242,2021-07-06,1.0,15.0,0.0,0.0,30.0,0.0,-20.0,0.0,0.0,0.0,0.7326,12,0.25,0
254,여행 with Youjoon,5,4.0,121,261,2021-07-07,1.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.4364,13,0.116,0
255,Suru’s surprise,7,4.0,167,104,2021-07-09,0.0,15.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.6334,12,0.175,0
256,Drink with brothers + 예림,6,5.0,86,135,2021-07-10,1.0,15.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.6876,8,0.225,0
257,Suru - 시간 많어~,5,4.0,73,103,2021-07-11,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.5776,9,0.167,0
258,Humid & Hot,7,3.0,141,269,2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.6473,11,0.191,0
259,What can I change in Acacia? ,8,4.0,124,252,2021-07-13,0.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.6724,10,0.24,0
260,Lighthouse - swimming,8,4.0,142,243,2021-07-14,0.0,15.0,0.0,0.0,0.0,0.0,-170.0,0.0,0.0,0.0,0.7845,10,0.24,0
261,Cramped,9,4.0,128,285,2021-07-15,0.0,13.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.8113,10,0.27,0
262,Back to Seoul,8,4.0,163,256,2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.7043,10,0.24,0
263,Sister's wedding day,7,4.0,140,295,2021-07-17,1.0,0.0,0.0,0.0,0.0,0.0,-104.0,0.0,0.0,0.0,0.5568,10,0.21,0
264,Back home,5,2.0,160,446,2021-07-18,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.3799,10,0.15,0
265,Stumbling block,9,4.0,130,226,2021-07-19,0.0,15.0,0.0,0.0,30.0,0.0,-15.0,0.0,0.0,0.0,0.8159,9,0.3,0
266,Sample,8,5.0,200,214,2021-07-20,1.0,15.0,0.0,0.0,23.0,0.0,-180.0,0.0,0.0,0.0,0.8593,9,0.267,0
267,Comma,6,5.0,150,213,2021-07-21,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564,9,0.2,0
268,New Staff,9,4.0,159,224,2021-07-22,0.0,15.0,0.0,0.0,0.0,0.0,-170.0,0.0,0.0,0.0,0.7895,11,0.246,0
269,In the midst,8,3.0,110,363,2021-07-23,0.0,15.0,0.0,0.0,0.0,0.0,-174.0,0.0,0.0,0.0,0.7839,9,0.267,0
270,Surfing,9,4.0,125,277,2021-07-24,1.0,3.0,0.0,0.0,0.0,0.0,-51.0,0.0,0.0,0.0,0.5873,11,0.246,0
271,Jenny's surprise,6,3.0,162,263,2021-07-25,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.4931,9,0.2,0
272,Drink day,4,3.0,176,160,2021-07-26,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.4481,9,0.133,0
273,Rest,1,2.0,151,341,2021-07-27,1.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.4223,10,0.03,0
274,Nothin,6,3.0,196,312,2021-07-28,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,10,0.18,0
275,With Mike,7,4.0,182,251,2021-07-29,1.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.5376,9,0.234,0
276,Before U-Do,3,4.0,151,200,2021-08-01,1.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,0.0,0.0,0.5833,7,0.129,0
277,Last day with Stella & Shinju,7,4.0,153,230,2021-08-05,0.0,15.0,0.0,0.0,0.0,0.0,-120.0,0.0,0.0,0.0,0.721,9,0.234,0
278,Radio star with Jen,7,3.0,141,280,2021-08-06,1.0,6.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.5763,9,0.234,0
279,Cafe & Blog,10,4.0,114,255,2021-08-07,0.0,13.0,0.0,0.0,16.0,0.0,76.0,0.0,0.0,0.0,0.7581,10,0.3,0
280,Drink with Mike,9,3.0,104,272,2021-08-08,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,11,0.246,0
281,Date with mama,8,3.0,113,217,2021-08-09,0.0,15.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.6763,10,0.24,0
282,Date with Jenny,6,4.0,206,214,2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.5205,9,0.2,0
283,Last day with YouJoon,5,3.0,144,167,2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.5187,9,0.167,0
284,Ganghwa island with Jen,2,2.0,70,160,2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,8,0.075,0
285,Chat with Mike,2,2.0,89,348,2021-08-13,0.0,10.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.3718,8,0.075,0
286,Day 2 in Geneseo,8,3.0,129,209,2021-08-28,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.6201,10,0.24,0
287,Sam (suitemate),10,3.0,164,255,2021-08-29,1.0,15.0,0.0,0.0,20.0,0.0,-90.0,0.0,0.0,0.0,0.7701,10,0.3,0
288,School Day 1,13,3.0,141,206,2021-08-30,0.0,15.0,0.0,0.0,17.0,0.0,-68.0,0.0,0.0,0.0,0.7883,15,0.286,0
289,Chem Lab,14,3.0,104,145,2021-08-31,0.0,15.0,0.0,0.0,22.0,0.0,-21.0,0.0,0.0,0.0,0.8307,15,0.308,0
290,Opposite of a good day,9,3.0,71,74,2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.4944,17,0.175,0
291,Talk with Professor Aguilar,12,4.0,174,187,2021-09-01,0.0,12.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.7073,13,0.277,0
292,Good day,11,3.0,112,167,2021-09-02,1.0,15.0,0.0,0.0,30.0,0.0,11.0,0.0,0.0,0.0,0.7485,13,0.254,0
293,Board game night ,9,3.0,148,135,2021-09-03,1.0,15.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.6404,12,0.225,0
294,Pho with Suitemates,2,2.0,127,237,2021-09-04,1.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.3417,9,0.067,0
295,Church ,5,3.0,114,386,2021-09-05,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.4534,10,0.15,0
296,Labor Day,11,3.0,158,357,2021-09-06,0.0,15.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.6311,14,0.259,0
297,Chem Class Canceled,6,3.0,131,183,2021-09-07,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.448,12,0.15,0
298,Talk with Suru,12,4.0,124,177,2021-09-08,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.7026,13,0.277,0
299,Math 366,12,4.0,156,165,2021-09-09,0.0,15.0,0.0,0.0,20.0,0.0,-10.0,0.0,0.0,0.0,0.7904,14,0.283,0
300,2nd Vaccination,11,4.0,145,262,2021-09-10,0.0,0.0,0.0,0.0,10.0,0.0,-31.0,0.0,0.0,0.0,0.6648,12,0.275,0
301,End with Jen,6,2.0,119,136,2021-09-11,0.0,15.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.4787,11,0.164,0
302,Bottom ,6,1.0,119,255,2021-09-12,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.4541,13,0.139,0
303,Grind,13,4.0,150,164,2021-09-13,0.0,15.0,0.0,0.0,42.0,0.0,125.0,0.0,0.0,0.0,0.7671,15,0.286,0
304,Shift of gears,14,4.0,92,104,2021-09-14,0.0,15.0,0.0,0.0,17.0,0.0,120.0,0.0,0.0,0.0,0.792,15,0.308,0
305,Getting the hang of it,16,5.0,105,106,2021-09-15,0.0,15.0,0.0,0.0,30.0,0.0,-17.0,0.0,0.0,0.0,0.8621,18,0.293,0
306,Keep going bra,16,4.0,94,113,2021-09-16,0.0,15.0,0.0,0.0,11.0,0.0,22.0,0.0,0.0,0.0,0.8381,17,0.311,0
307,Full Effort,13,5.0,116,165,2021-09-17,0.0,15.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.778,14,0.306,0
308,Grind continues,15,5.0,79,183,2021-09-18,0.0,15.0,0.0,0.0,25.0,0.0,38.0,0.0,0.0,0.0,0.8513,16,0.309,0
309,Will not lie,15,5.0,60,152,2021-09-19,0.0,15.0,0.0,0.0,21.0,0.0,95.0,0.0,0.0,0.0,0.8523,15,0.33,0
310,Truckin through,15,5.0,73,76,2021-09-20,0.0,15.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,0.0,0.856,18,0.275,0
311,Learn to learn,13,4.0,89,83,2021-09-21,0.0,15.0,0.0,0.0,20.0,0.0,89.0,0.0,0.0,0.0,0.8076,15,0.286,0
312,Living not existing,16,5.0,79,101,2021-09-22,0.0,15.0,0.0,0.0,14.0,0.0,-60.0,0.0,0.0,0.0,0.8983,16,0.33,0
313,Break,12,3.0,74,185,2021-09-23,0.0,15.0,0.0,0.0,21.0,0.0,-30.0,0.0,0.0,0.0,0.7716,16,0.248,0
314,Poker night - break,5,2.0,75,218,2021-09-24,1.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,0.4354,15,0.11,0
315,Time to get back ,6,2.0,56,171,2021-09-25,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.457,14,0.141,0
316,Turnover,12,3.0,87,137,2021-09-26,0.0,15.0,0.0,0.0,30.0,0.0,135.0,0.0,0.0,0.0,0.7468,13,0.277,0
317,To give,13,4.0,95,98,2021-09-27,0.0,15.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.7287,16,0.268,0
318,Lonely but feeling alive,19,5.0,89,79,2021-09-28,0.0,15.0,0.0,0.0,21.0,0.0,20.0,0.0,0.0,0.0,0.8794,20,0.314,0
319,What should I do with my website?,18,5.0,70,113,2021-09-29,0.0,15.0,0.0,0.0,14.0,0.0,-53.0,0.0,0.0,0.0,0.8781,19,0.313,0
320,Poker night,12,3.0,94,179,2021-10-01,1.0,15.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.6799,16,0.248,0
321,Sam ER,3,3.0,90,120,2021-10-02,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.391,16,0.062,0
322,Get back to work,11,4.0,109,229,2021-10-03,0.0,8.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.609,14,0.259,0
323,Exam Preparation,18,4.0,120,111,2021-10-04,0.0,15.0,0.0,0.0,19.0,0.0,90.0,0.0,0.0,0.0,0.7969,20,0.297,0
324,I love LAII,14,3.0,97,113,2021-10-05,0.0,17.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.7547,16,0.289,0
325,Excellus Job Conference,17,4.0,88,136,2021-10-06,0.0,15.0,0.0,0.0,18.0,0.0,-30.0,0.0,0.0,0.0,0.8346,19,0.295,0
326,Losen,8,2.0,88,186,2021-10-07,0.0,15.0,0.0,0.0,18.0,0.0,30.0,0.0,0.0,0.0,0.6944,12,0.2,0
327,The talk with Imteaz,11,4.0,89,75,2021-10-08,0.0,15.0,0.0,0.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.7423,15,0.242,0
328,Sunday,7,3.0,112,168,2021-10-10,0.0,15.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.6663,9,0.234,0
329,Call with Suru,7,3.0,106,180,2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.47,13,0.162,0
330,8 hours of studying,18,5.0,119,118,2021-10-12,0.0,15.0,0.0,0.0,23.0,0.0,81.0,0.0,0.0,0.0,0.853,18,0.33,0
331,DANL tutor - first day,19,5.0,112,160,2021-10-13,0.0,15.0,0.0,0.0,26.0,0.0,-30.0,0.0,0.0,0.0,0.8776,19,0.33,0
332,Truckin' through,15,4.0,98,194,2021-10-14,0.0,13.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,0.0,0.792,18,0.275,0
333,Friday,10,4.0,115,203,2021-10-15,0.0,10.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,0.6214,17,0.194,0
334,Bounce back,14,4.0,124,152,2021-10-16,0.0,15.0,0.0,0.0,0.0,0.0,120.0,0.9,0.0,0.0,0.7066,16,0.289,0
335,Youtube loop,15,3.0,123,200,2021-10-17,0.0,14.0,0.0,0.0,29.0,0.0,60.0,0.0,0.0,0.0,0.7667,18,0.275,0
336,Mathematical Dreams,18,3.0,154,134,2021-10-18,0.0,15.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.7155,21,0.283,0
337,Beginning to get great results,14,5.0,114,108,2021-10-19,0.0,13.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.7399,17,0.272,0
338,Until I finish,18,4.0,97,155,2021-10-20,0.0,14.0,0.0,0.0,23.0,0.0,-21.0,0.0,0.0,0.0,0.8437,19,0.313,0
339,Actuary day,13,5.0,100,131,2021-10-21,0.0,17.0,0.0,0.0,18.0,0.0,75.0,0.0,0.0,0.0,0.8197,15,0.286,0
340,Friday night,10,3.0,96,221,2021-10-22,0.0,12.0,0.0,0.0,25.0,0.0,45.0,0.0,0.0,0.0,0.703,15,0.22,0
