Entity,Year,Unsafe water source,Unsafe sanitation,No access to handwashing facility,Household air pollution from solid fuels,Non-exclusive breastfeeding,Discontinued breastfeeding,Child wasting,Child stunting,Low birth weight for gestation,Secondhand smoke,Alcohol use,Drug use,Diet low in fruits,Diet low in vegetables,Unsafe sex,Low physical activity,High fasting plasma glucose,High total cholesterol,High body-mass index,High systolic blood pressure,Smoking,Iron deficiency,Vitamin A deficiency,Low bone mineral density,Air pollution,Outdoor air pollution,Diet high in sodium,Diet low in whole grains,Diet low in nuts and seeds
Cuba,1996,470.1457036,252.0755856,319.3989367,836.4388923,30.88591952,2.676034843,131.8826454,7.211744042,293.5406496,2168.175166,1543.59186,401.2338186,3255.849116,4047.44041,745.5440882,3504.477205,8989.238927,,7237.420432,15982.37097,15913.86073,21.23996366,4.012107718,783.1323167,5869.157114,5072.29,2511.151498,6101.109834,5309.34484
Cuba,1997,423.5916797,227.3181303,319.0213942,777.4365075,27.46631478,2.334979319,124.3434657,6.701371508,282.3227627,2134.577602,1620.214264,398.1827645,3081.145056,3810.95952,704.3440008,3343.257109,8508.962306,,7091.688068,15469.46807,15795.79505,22.29868315,3.556132852,796.0277763,5791.61281,5055.68,2404.614575,5865.740469,5077.123915
Cuba,1998,379.4827644,202.6962742,316.7517527,748.6825139,25.03693596,2.213209142,118.1863055,6.381413178,273.3383125,2142.894126,1713.542745,409.0868952,2990.096434,3673.80991,710.3640395,3287.885387,8262.598728,,7146.010417,15411.7772,15958.73093,22.88018424,3.309204964,811.5528863,5810.591542,5106.01,2365.163429,5791.635443,4975.997317
Cuba,1999,327.5171021,172.9262978,311.1339118,713.3741487,22.3526285,2.048131366,111.2918198,5.930481302,249.3260708,2135.516571,1808.794886,421.4542075,2905.728363,3488.522592,733.0797883,3233.964949,8042.978464,,7114.382061,15315.42666,16025.70435,24.60866869,3.015311259,829.151079,5783.642266,5116.67,2332.663943,5660.264834,4836.615325
Cuba,2000,271.871312,141.7008706,298.8186569,660.5674121,21.46849074,1.854396898,105.5244152,5.797079513,250.6854188,2078.048966,1835.123467,417.0674424,2676.710747,3213.823865,741.5196568,3112.17404,7723.682928,8557.790832,6973.337266,14890.84126,15701.56849,22.48107542,2.80674222,823.7063129,5589.373641,4974.59,2245.043232,5393.726929,4594.481804
Cuba,2001,244.3455556,125.5412649,301.2944295,633.706387,18.45597865,1.60491598,91.78185191,4.927217651,220.4573364,2080.509067,1907.520204,430.9834944,2529.963137,3050.662364,754.1842016,3103.682932,7692.430021,,7162.673292,14985.50239,15843.4146,22.70018389,2.365624169,839.5393142,5694.248176,5108.76,2219.576976,5312.125046,4520.180843
Cuba,2002,218.375928,109.8022949,279.4345547,562.6040713,18.08517163,1.50778895,87.838413,4.843598011,213.8297078,1947.674276,1964.084075,429.8769475,2280.744328,2735.291039,711.6534606,2928.240312,7340.573717,,7090.85925,14266.60863,15232.6459,22.41600103,2.221453557,801.497663,5433.616971,4917.57,2080.494884,4961.366283,4222.546634
Cuba,2003,206.0864512,101.34117,276.7688897,545.5466646,16.9673904,1.417785743,85.0563108,4.564937967,199.4770159,1963.883732,2080.831539,446.1231047,2218.150245,2663.890866,728.4554149,3032.081653,7644.116846,,7593.795289,14738.7082,15601.53372,22.28067743,2.033425762,836.9500631,5599.915296,5103.51,2126.096272,5034.753293,4294.439243
Cuba,2004,200.3475632,96.51790284,275.0118145,534.4280149,15.27357764,1.255175825,81.16688876,4.106467159,175.7654754,1977.21237,2214.629514,463.1385362,2261.468762,2609.619189,762.8248848,3150.22442,7998.4641,,8083.902798,15263.79695,16000.31937,20.76660244,1.779869906,876.7290095,5759.262929,5275.93,2189.836892,5133.613107,4394.345358
Cuba,2005,201.0559742,94.15714129,269.0026153,518.6789788,14.33005681,1.201475434,79.88759052,4.054726483,164.4720057,1988.651051,2391.658511,483.9496859,2199.112132,2541.308481,794.0956639,3247.73925,8350.835851,7971.606682,8540.690209,15803.46823,16484.26131,21.59902909,1.716514753,905.3478066,5873.844221,5407.32,2225.006723,5238.169022,4491.230702
Cuba,2006,182.515552,83.15290516,243.4924513,456.6057953,12.73395805,1.022951119,72.32065013,3.60373036,143.691823,1860.086137,2424.530064,482.9776584,1961.964146,2273.525685,764.9682934,3077.553705,8127.018948,7915.881031,8366.544558,15174.72432,15984.08096,19.94515568,1.54476701,866.483265,5664.553513,5258.31,2087.516747,4940.220686,4238.813417
Cuba,2007,177.1960097,80.31321819,235.7966753,437.9333701,12.76699578,0.944004384,71.93355783,3.582650284,143.5315206,1830.754108,2549.305978,498.1541263,1846.694258,2165.461435,807.1153324,3108.331531,8358.935379,,8602.138732,15399.54335,16204.64823,16.52145275,1.60571975,890.476628,5742.120752,5355.68,2079.371815,4945.182048,4250.755287
Cuba,2008,184.579205,83.99233248,239.1094435,428.7676695,13.42358215,0.991537924,74.93619517,3.764782031,148.5416789,1832.457876,2676.687902,516.8819743,1782.670548,2132.637554,847.3562559,3240.89041,8795.536077,,8969.423867,16012.58322,16570.43291,16.71788283,1.811855591,945.8106922,5910.93322,5534.91,2137.420445,5072.552249,4372.210244
Cuba,2009,188.6591674,85.72054613,237.3377327,415.8464357,13.69743595,1.019653006,78.41163694,4.023938933,151.1012516,1813.474834,2858.855032,538.0446137,1812.679148,2075.919512,850.4735936,3303.253196,9095.434135,,9188.798691,16380.83015,16850.78354,17.6822185,2.012212686,986.4170208,5981.726808,5619.46,2144.145586,5113.655896,4422.130348
Cuba,2010,198.1825945,89.53956724,237.8035484,405.9513192,12.83044639,0.996902629,76.8191973,3.87245243,143.7587365,1803.480663,2996.440843,561.1062694,1766.445035,2042.496669,869.7335615,3365.042955,9378.341343,7935.879419,9434.144162,16766.50756,17105.59072,16.64674574,1.993188137,1018.256783,6029.771931,5678.21,2140.530843,5165.436267,4486.933329
Cuba,2011,196.1681544,87.05208935,229.8188358,363.5321071,12.85437466,0.967709275,78.41859819,4.086392636,146.5523023,1695.892205,3008.071866,561.7012998,1613.982888,1886.896674,866.0505631,3188.600823,8998.882541,,9086.141288,16030.88304,16339.95848,16.0433977,2.044631107,995.5450062,5860.764774,5551.13,1995.13759,4851.992582,4235.704258
Cuba,2012,202.4212586,87.58645908,233.3670122,363.1300131,11.77881558,0.868448319,76.90001366,3.929356859,136.0931356,1726.313518,3303.158166,595.2220108,1628.27904,1907.777425,933.2042338,3274.700291,9362.670708,,9471.969977,16618.08255,16915.85893,14.81639614,1.919998287,1036.851659,5882.89166,5573.74,1991.674586,4987.361484,4354.704118
Cuba,2013,209.3875375,88.64200423,239.2897035,350.8318398,11.19679879,0.832857724,76.08950311,3.824084785,129.5252321,1743.55475,3498.849141,623.0241498,1623.117752,1924.616593,982.129165,3343.909563,9654.413199,,9764.521003,17056.45111,17248.75282,15.13123597,1.864767519,1074.963391,5998.137551,5703.09,1968.877133,5069.420127,4436.309557
Cuba,2014,209.3249719,87.5270115,246.3329907,354.2200237,10.66474683,0.777221894,75.52807101,3.717688642,125.5707647,1769.914451,3687.021993,651.3930066,1683.15839,1975.656825,1011.689834,3455.113765,10027.99604,,10080.31369,17631.57449,17625.56584,14.13866469,1.773409701,1129.425951,6008.549485,5709.55,1959.110831,5197.919429,4562.38687
Cuba,2015,202.9324861,83.04870959,254.6053378,357.7928379,10.27712715,0.709040195,77.10618294,3.708897245,123.7962102,1840.26397,3937.951909,685.8863427,1742.618841,2078.302501,1095.8283,3639.771915,10627.73446,,10619.38186,18525.62555,18334.29639,15.37968859,1.687337201,1197.090466,6254.089898,5953.73,1968.090826,5460.398074,4812.569437
Cuba,2016,204.6365708,81.0326422,251.4590184,345.1695693,8.928262664,0.63300689,72.57241223,3.225927121,107.6332918,1847.111922,4048.865714,710.5000849,1764.361867,2133.943585,1025.376287,3717.92472,10954.11926,8815.759037,10897.6829,18897.92945,18471.54978,13.55287926,1.443899485,1213.734585,6204.931188,5915.42,2012.729336,5581.726305,4928.851121
Cuba,2017,206.0033326,79.42369542,249.8411816,331.4859036,8.168864817,0.588091921,69.70244824,2.922977862,98.93357236,1842.237609,4148.509952,726.6145023,1763.133027,2157.926542,1001.917778,3741.051918,11139.1689,,11028.71276,19038.48274,18457.31728,12.60947169,1.273364242,1221.157243,6236.011058,5959.46,2031.29747,5618.464359,4962.127536
Cyprus,1990,0.789017794,0.804005064,1.150147461,19.94976977,0.908592079,0.037888132,4.774849551,0.214975425,47.87587176,133.1632469,148.9525121,11.8443,159.5726551,160.3236135,17.73954578,188.7867134,1188.148611,759.8565955,437.8476349,1380.597053,974.0769372,0.593722465,0.38925754,36.37997861,411.9267861,399.31,157.9618658,452.8485256,275.8597223
Cyprus,1991,0.767396714,0.748321356,1.169390758,18.65674848,0.868868827,0.036280983,4.707486749,0.201124714,45.81276662,136.5762302,160.183465,12.30692718,168.1699403,160.2428725,17.69575973,193.617595,1219.548645,,463.3522974,1407.052833,993.9993714,0.576013304,0.365104674,37.30779402,420.248687,409.08,162.2000734,461.1030015,280.3712203
Cyprus,1992,0.722978595,0.696210842,1.178973256,17.02860085,0.784631996,0.033651471,4.575040705,0.18108319,41.8766208,140.0751653,159.9621442,12.81574009,174.0198386,158.6049136,18.08474664,196.8446218,1244.86768,,485.1558459,1422.798544,995.3847732,0.550707972,0.334759349,37.82767607,424.5201028,414.99,165.2042867,465.2612164,281.7674404
Cyprus,1993,0.655543039,0.62499356,1.167497252,15.69816995,0.693550619,0.030157904,4.351149622,0.158019476,37.88942139,142.2354358,163.518203,13.72351953,181.1768084,157.6171661,18.14396267,198.7983539,1260.090341,,500.8376544,1426.899935,996.0561232,0.511819034,0.288509325,38.0715434,427.1921162,419.01,168.3653587,467.4912656,283.6874746
Cyprus,1994,0.610036234,0.57704347,1.171397424,14.64464757,0.621355134,0.026710563,4.177122302,0.137600958,35.14773533,144.5076323,170.7833706,14.82746297,184.503328,157.5321106,18.44129921,201.2191391,1278.58481,,515.1184297,1438.728971,1008.196585,0.489321144,0.253200802,38.64061193,431.1645245,424.09,172.4692498,470.8135299,286.4089148
Cyprus,1995,0.575385753,0.539220131,1.19578217,13.44030119,0.557637617,0.02387683,4.036895153,0.119801369,33.27939143,146.0513675,179.6275012,15.80374917,192.4858473,158.1203034,18.70715925,204.5106294,1303.279044,789.3345463,524.875893,1461.767442,1028.733207,0.485694369,0.222861563,39.73654349,435.8156919,430.05,179.3335144,475.5944836,288.9082687
Cyprus,1996,0.562715714,0.521851707,1.258647677,12.52142993,0.496515268,0.021152325,3.936143873,0.104613441,31.70491054,149.4542202,189.8775809,16.94151574,204.6940809,162.6659118,19.02420135,211.4546693,1353.387354,,538.3832317,1513.245826,1071.901228,0.489321893,0.207376233,41.50059016,448.6390793,444.06,188.7230177,488.297468,296.7306187
Cyprus,1997,0.560188927,0.511405055,1.349562071,12.09401,0.435922764,0.018609522,3.916551213,0.087500854,30.00073886,156.7404352,194.040244,18.22039458,221.5735956,171.9217354,19.63748366,223.2208313,1436.220008,,560.8877418,1594.31189,1134.360927,0.487886187,0.167851071,43.5800572,471.557496,467.81,204.1301865,512.3564601,311.6767567
Cyprus,1998,0.541504955,0.488643427,1.389186593,11.61897993,0.377119767,0.016068883,3.840005913,0.072906809,27.96448425,161.6205925,199.8100487,19.31880662,234.4919989,178.5917361,19.80532489,230.5753267,1490.756159,,572.9436173,1635.365812,1177.808654,0.483673374,0.142567849,44.42711631,487.2894592,484.27,214.6981658,528.6417494,322.2522409
Cyprus,1999,0.529645182,0.473883729,1.406672322,10.98342107,0.327622977,0.01425355,3.842466969,0.06170147,25.99900213,164.7647695,186.1067025,20.23519013,240.5243671,183.4231049,19.98887969,234.9555772,1526.235688,,577.8564514,1652.035714,1209.984365,0.481537976,0.123094965,44.66146228,497.2873729,495.08,222.3250696,535.6407387,328.2507455
Cyprus,2000,0.532979165,0.465737998,1.430952442,10.43990909,0.284767618,0.013030067,3.863508491,0.05257572,23.98559388,167.6747175,189.4038451,21.55641734,249.9041902,188.5569649,20.31067106,239.0814678,1564.374788,744.0228509,588.7130097,1673.805064,1258.113256,0.461981021,0.107422084,44.89919824,507.83477,506.39,229.2746448,543.5713415,333.3254943
Cyprus,2001,0.529146555,0.447160591,1.423801901,9.580783489,0.247924469,0.0118518,3.847430174,0.044964296,21.96798755,167.3743332,188.1519453,22.56382596,253.5284862,190.2551082,20.60940428,237.5441866,1562.874233,,595.719043,1660.218916,1281.104034,0.43052226,0.093819496,44.7687629,506.9531761,506.42,230.6894628,539.0181043,330.3909027
Cyprus,2002,0.543650585,0.401395848,1.417867886,8.959081301,0.222142556,0.010882926,3.876668077,0.039267324,20.33818432,168.2180523,186.913945,23.64244443,257.841785,193.8134304,21.06105036,237.5987499,1570.880226,,616.1326264,1655.833761,1309.338063,0.406909436,0.082529053,44.65688927,508.7867059,509,232.5345157,537.6983521,329.7359364
Cyprus,2003,0.55241535,0.386823247,1.406057672,8.212879784,0.200099072,0.009963357,3.898838785,0.034365585,18.74443301,168.9299856,185.2885687,24.56483173,262.2474662,198.0169245,21.52395452,237.6628348,1577.005053,,641.9445671,1648.846939,1334.995814,0.385202593,0.072708338,44.55603998,509.9980402,511.04,236.0649731,536.1596436,329.4904824
Cyprus,2004,0.554313488,0.368194619,1.38018117,7.635971595,0.184184783,0.009300535,3.895857401,0.030895195,17.28445215,169.7998331,185.7446273,24.85339201,266.2647306,202.0957097,22.07639188,237.3155161,1580.534286,,671.3882361,1639.292315,1361.54084,0.364408618,0.065503745,44.3592592,510.9818302,512.6,239.5384159,534.9875255,329.3158807
Cyprus,2005,0.558924086,0.352899159,1.330377493,6.750910136,0.175864063,0.009504284,4.012568818,0.028762297,16.70900214,168.5650573,185.7884354,27.85084052,265.3062343,202.8658429,22.28124022,232.6655302,1552.244232,684.706271,689.0643351,1603.79117,1359.495508,0.338639121,0.062424012,45.83682616,502.5364744,504.85,237.8093243,525.0877893,323.859912
Cyprus,2006,0.575361036,0.346769713,1.294986194,6.09926046,0.165352291,0.009490377,4.150399052,0.026343366,15.45283575,166.2438481,177.6625332,29.10483137,262.8910012,202.5423325,22.44203854,228.045709,1529.954349,661.9387576,707.2064032,1570.171271,1348.834564,0.310756146,0.058539132,41.96651066,495.7124906,498.58,235.4470932,513.7104441,317.2206894
Cyprus,2007,0.600554571,0.346556066,1.273199348,5.527687007,0.15992915,0.009860389,4.253394015,0.024779198,15.06775208,164.3634766,178.0806238,30.64151187,259.2869057,202.0341748,22.65317296,224.1433621,1511.2925,,734.8799339,1543.307155,1352.191969,0.275040054,0.056847568,40.84306078,491.9341362,495.4,233.291587,503.620978,311.0699053
Cyprus,2008,0.632682431,0.350088754,1.248984268,5.05579493,0.158800112,0.010402899,4.335821852,0.023989346,14.84342785,160.383809,173.6684137,31.03179524,251.2695608,197.2175322,22.96991226,216.0207772,1467.545159,,748.8907709,1491.227682,1330.573201,0.264511339,0.056892701,39.93138252,479.4195023,483.21,227.0504237,484.9653096,297.9033571
Cyprus,2009,0.689005753,0.368304564,1.256972919,4.592302038,0.160832471,0.011823826,4.391717677,0.023702618,14.75102402,157.5271198,176.6213583,31.96337223,247.8752359,195.4112755,23.00385941,211.4547192,1449.276924,,764.0216324,1464.002485,1334.96713,0.248026827,0.0588755,39.77666058,475.1587823,479.53,227.5774676,472.1758832,290.1292726
Cyprus,2010,0.760385593,0.394121231,1.271812057,4.149867903,0.155611262,0.012590682,4.443718834,0.022775361,14.14916101,153.6475647,180.0040083,32.66350526,242.6898232,191.9272968,22.94877908,205.3404001,1426.720805,638.0548347,763.4283153,1433.014283,1330.183014,0.244447919,0.060255327,39.47823774,467.7844736,472.67,226.1057965,456.8224169,280.57989
Cyprus,2011,0.824868391,0.417054041,1.296146071,3.85761578,0.152879873,0.013368441,4.571661969,0.021888534,13.69326764,150.5236233,180.5336268,33.02755887,239.5973117,190.54469,23.12031207,201.9263752,1412.256665,,753.3359687,1415.795814,1324.514347,0.217086829,0.058592247,40.15515256,462.6722832,467.95,225.0035092,445.937541,274.6874636
Cyprus,2012,0.895067425,0.44425782,1.33696455,3.786676072,0.149014989,0.014012394,4.794879807,0.021341706,13.01583713,148.3958954,184.7470365,33.3698095,238.8995667,190.6532314,23.17545433,199.8372209,1406.119933,,749.7662781,1410.280031,1333.460692,0.211650428,0.05849387,40.40314163,455.0287535,460.49,225.0734542,438.4557125,271.6409265
Cyprus,2013,0.975885071,0.475671273,1.396259268,3.654843046,0.134716469,0.013637002,5.013775869,0.019238615,11.50593647,148.8262574,190.0420727,33.88183307,243.4813297,194.9398535,23.46433071,201.5845674,1423.218484,,760.4911686,1431.362599,1362.446678,0.208017031,0.054193887,41.71200325,458.7691054,464.69,228.729585,441.2512063,275.4051669
Cyprus,2014,1.041908486,0.503876381,1.464617512,3.66136554,0.133209908,0.013799743,5.242305973,0.018953428,10.98433529,150.4608673,192.199627,35.64548123,249.7132907,201.4776554,24.02979578,206.2579902,1452.123522,,774.2298885,1470.134311,1390.337845,0.199635904,0.054554673,43.24063394,466.9031163,473.25,234.0161394,448.4402719,282.5059318
Cyprus,2015,1.091385429,0.52770056,1.53183138,3.52490991,0.134076399,0.013968155,5.523110181,0.018882063,11.00245519,151.6472363,196.3726303,37.19490745,255.9054978,208.0568934,24.51819564,211.4819836,1481.717344,,788.9824176,1512.15569,1419.055636,0.176173521,0.053522155,44.49528383,486.7601018,494.01,239.4944837,457.5644822,290.0406464
Cyprus,2016,1.119109965,0.543669723,1.589447608,3.766955922,0.132151619,0.013741736,5.652371226,0.018700724,10.92186774,152.4974662,199.8014268,38.18787957,262.9080776,215.3115843,23.96434287,218.3317036,1516.726071,689.4509757,805.1335489,1557.818659,1446.584803,0.173934473,0.052196218,46.57167687,478.1708972,484.94,246.1475452,469.5987805,299.0880185
Cyprus,2017,1.162573215,0.566744212,1.662713195,3.652767188,0.126081393,0.013170099,5.837508235,0.017917517,10.54283374,154.9389438,205.8962335,39.51281276,271.4704144,223.6022921,24.01241751,226.628464,1566.36773,,832.4132921,1617.129241,1492.219646,0.176519124,0.049506072,48.5983256,499.2307193,506.71,255.0342712,486.1766338,310.2571211
Czechia,1990,7.093632724,1.041236912,14.44367857,631.9261747,10.41035186,0.215133104,45.7463087,2.90341525,543.8678325,4025.734177,10420.98805,499.714662,9010.786359,8241.91735,699.3963839,5651.114986,22411.15454,26474.6654,17702.30209,43453.36661,31091.29435,3.115731419,6.847922328,1443.192649,10058.45426,9506.97,22762.73111,10083.40254,9644.195452
Czechia,1991,6.072581564,0.850937349,13.98306391,582.4620495,9.827869356,0.19415505,43.67768801,2.744327528,516.064347,3807.933763,9770.486145,500.8516131,8602.283996,7902.828752,692.5232132,5450.493768,21154.14418,,17131.86492,41292.63533,29304.24612,3.507325629,6.412437557,1386.495541,9463.019238,8952,21240.80314,9572.129212,9235.42435
Czechia,1992,5.772560328,0.761261265,13.62730031,535.536694,8.396971002,0.177931123,38.17819733,2.307800575,463.5998085,3655.571653,9521.167549,504.4499641,8335.734263,7676.707705,682.0532217,5299.257042,20249.16394,,16781.36469,39740.12646,28304.63248,2.927223557,5.378836721,1321.233617,9059.599536,8589.79,20175.43679,9225.698642,8985.635754
Czechia,1993,5.112429394,0.61576552,12.99776309,479.7952965,6.722848309,0.150102426,30.98901387,1.824714583,394.8319106,3463.267931,9064.919792,503.9426982,7972.229402,7375.705337,665.8713499,5141.146801,19346.17662,,16269.04122,37922.78166,26916.54473,2.727622546,4.234904313,1275.715168,8561.087329,8140.71,18290.84802,8795.303851,8643.462086
Czechia,1994,4.884445344,0.530861463,13.0243072,439.6667401,5.736186731,0.137609502,27.00401458,1.498448552,335.1921591,3378.698972,9080.029683,520.6236354,7854.536388,7288.618501,654.6031356,5101.70695,19035.19662,,16178.08121,37217.25312,26463.81495,1.865367077,3.505713277,1259.418153,8323.236104,7938.16,17030.98781,8624.935843,8552.242724
Czechia,1995,4.11754179,0.414893487,13.55151509,414.9486759,5.123610934,0.102793032,24.27792164,1.30848627,289.1823683,3360.125821,9070.111404,540.2244978,7863.92656,7323.199089,670.9999631,5177.612037,19161.03929,23438.12623,16422.07753,37366.08958,26283.44934,1.415401121,2.995417227,1284.081638,8244.351075,7880.33,16246.77883,8634.000283,8614.634751
Czechia,1996,3.665797893,0.352454567,13.15531257,373.1790428,4.194754539,0.080984827,19.52436049,1.022883128,239.0617641,3162.50715,9190.735052,550.0424787,7489.821536,6947.802754,632.8677182,4924.061853,18379.91055,,15898.64043,35481.62329,25206.49422,1.552764168,2.345905648,1192.38375,7815.877757,7490.07,14722.88408,8177.729723,8198.664621
Czechia,1997,3.658939108,0.339829547,12.89191407,359.6888027,4.230461798,0.076155601,19.78471352,1.004856687,213.4733299,3077.301714,9819.155098,576.1096866,7443.258278,6890.740631,641.960158,4910.531906,18498.32207,,16097.82722,35191.62684,24921.68187,1.253519855,2.286598752,1144.276195,7703.537113,7390.89,13872.42336,8107.259227,8136.863393
Czechia,1998,3.287927983,0.295425358,12.13713991,324.4349348,3.671717015,0.065223678,17.74924439,0.869414927,170.1565808,2870.118626,10268.14588,583.9644897,7117.028828,6527.353094,618.9592501,4695.766055,18074.74191,,15662.61999,33712.08648,23806.92881,1.400549261,1.963068628,1064.847468,7301.032624,7023.32,12583.01285,7706.146158,7680.711126
Czechia,1999,3.048938255,0.265158158,12.17304949,307.6259652,3.293705144,0.056621084,16.68269278,0.795881113,138.2007012,2767.529785,10842.76389,604.1522618,6997.899433,6377.61881,612.6938744,4634.531843,18102.32602,,15622.21638,33269.65336,23396.96124,1.579257164,1.776343177,1029.010249,7135.462469,6875.7,11686.52273,7545.649538,7480.723058
Czechia,2000,3.099458002,0.261715205,12.30095268,295.3116352,3.054886524,0.053368777,16.80911008,0.742960337,124.4631737,2709.877358,11150.49127,620.5462707,6916.689468,6269.298244,603.9294002,4615.608991,18251.49865,19817.62284,15671.52944,33057.91996,23222.90961,1.433821823,1.647267893,1016.068358,7043.231552,6797.71,11002.53128,7439.004961,7339.888618
Czechia,2001,3.317135567,0.27204103,12.17260462,279.4544879,3.099809244,0.058041278,16.71970045,0.738701396,115.2883963,2629.138686,11013.88002,627.6942884,6728.522041,6098.574177,603.2029936,4545.780178,18089.99228,,15503.94319,32508.86799,22801.1991,1.336388088,1.637895574,985.8502959,6906.704079,6678.21,10263.71085,7247.550904,7153.626387
Czechia,2002,3.491909555,0.275984987,12.3162769,262.7157109,3.378816011,0.063840661,18.0960214,0.783459006,115.8366765,2576.257645,11007.95836,639.8209848,6587.990527,5975.433738,587.4896168,4498.565772,18044.07526,,15429.14116,32094.46937,22666.35786,1.122424586,1.735541683,955.5265074,6832.049182,6621.97,9662.105809,7109.319741,7038.02348
Czechia,2003,4.112982792,0.318852469,13.00705763,267.9207452,3.426228269,0.071019244,18.51719308,0.760294934,106.5809102,2610.325553,11203.8947,669.7111176,6631.123854,6033.190345,597.3808574,4580.282283,18466.82007,,15815.06964,32559.15374,23172.2354,1.264423131,1.695385966,956.386929,6973.958279,6762.35,9370.89494,7187.876169,7140.939842
Czechia,2004,4.829210106,0.367940633,13.04522753,252.1287703,3.360159712,0.081464155,19.39421768,0.723984971,104.3957811,2504.423932,10810.8173,671.3680427,6298.912397,5743.422952,568.5195335,4389.788679,17863.14945,,15310.06796,31124.79886,22494.39247,1.333445685,1.633539622,888.2922354,6717.067192,6521.73,8825.48163,6842.876027,6854.971479
Czechia,2005,6.224157979,0.468448308,13.89917547,252.1590449,3.303244945,0.090884706,20.44171862,0.690781626,101.4995013,2494.435606,10517.92905,681.891312,6142.800429,5653.042854,577.1263261,4359.999276,17866.46,18017.69851,15253.83731,30740.26996,22264.71263,1.182852308,1.575077102,830.8409032,6691.523692,6499.51,8579.018744,6741.90991,6799.704641
Czechia,2006,8.06827393,0.61303234,14.28355851,233.3772215,3.603381681,0.114234161,23.14201104,0.730151119,102.4286589,2417.601211,10033.67116,677.5918664,5810.915201,5382.213632,560.864397,4182.278352,17401.92154,17672.44889,14795.14998,29350.07855,21535.02284,1.631810475,1.691421438,765.6473885,6504.52166,6331.66,8101.886263,6429.000558,6536.364445
Czechia,2007,11.48553497,0.87984144,14.94365601,227.1478256,3.816889656,0.15198071,28.08941311,0.75726753,104.7474585,2422.965128,9802.178626,692.8176829,5662.554124,5290.752275,558.4685899,4130.077001,17503.21047,,14799.04591,28778.47113,21427.63127,1.088784175,1.806328733,730.094541,6542.817253,6379.2,7873.068814,6339.654729,6507.951782
Czechia,2008,15.8605842,1.224806262,15.95764898,222.5433287,3.666856167,0.184628596,32.12105972,0.731134526,99.07940356,2454.259421,9607.209274,704.9626629,5604.138035,5279.495041,570.6716206,4153.500094,17820.01753,,14982.64817,28709.74239,21456.48662,1.385143575,1.802534952,720.7920298,6650.285628,6495.18,7770.049621,6348.063738,6548.341776
Czechia,2009,21.02158659,1.637424291,16.9814237,219.1883013,3.608929086,0.22293165,36.41610635,0.733237419,95.20007925,2461.764524,9333.648544,707.4130026,5572.966369,5240.153035,578.7001172,4151.679162,18071.7708,,15047.78238,28505.80179,21302.97527,1.134969204,1.866863056,711.4736208,6706.93068,6559.18,7623.363971,6312.437746,6542.202294
Czechia,2010,28.161436,2.211001142,17.97038201,217.7717886,3.510353297,0.254549243,41.73996849,0.724590374,89.6574778,2466.118637,9134.901943,712.1682133,5508.964361,5205.784983,578.4222885,4142.053197,18341.57778,17439.64804,15130.19222,28305.35076,21259.1363,1.028687066,1.907471295,699.202623,6754.841183,6612.2,7495.277029,6291.613186,6549.741052
Czechia,2011,38.87431566,2.973526782,19.27936991,212.089422,3.294375143,0.280004021,48.4381044,0.672754914,85.65138898,2490.68274,8909.160025,714.9049112,5486.747807,5225.947829,568.2371856,4165.890309,18818.20033,,15319.86483,28420.17027,21247.23288,0.793476387,1.861707266,687.6008621,6789.882521,6658.05,7429.782003,6345.552447,6629.194684
Czechia,2012,48.71283386,3.622477932,20.63906986,220.7763625,3.265380125,0.30135243,56.04063315,0.649342828,83.61447216,2501.771517,8673.44089,722.6161047,5452.617043,5220.026929,565.7945031,4184.194227,19302.49878,,15473.80533,28405.30172,21126.93219,1.082799228,1.857918345,680.8891497,6690.712318,6552,7344.125278,6372.236177,6663.471704
Czechia,2013,55.46482593,4.022409488,21.56377173,221.7638697,3.229303196,0.299313897,62.859758,0.629244634,81.94243027,2508.856854,8453.006427,734.7457655,5388.542733,5164.387792,554.4223029,4159.733383,19783.57514,,15598.65819,28161.21717,20996.74209,0.701598132,1.805762901,673.6708314,6662.410879,6526.94,7216.850694,6357.304486,6641.308327
Czechia,2014,59.30681027,4.298800808,22.11798199,215.9104614,3.220851477,0.307004127,67.7457516,0.612419676,81.70429405,2453.739799,8136.815443,734.4508526,5234.648781,5001.76271,534.9263879,4053.768585,19819.91688,,15371.74064,27346.93545,20475.9914,0.822856246,1.779685761,666.6937081,6475.429644,6345.99,6965.570665,6198.676138,6471.609086
Czechia,2015,62.13973314,4.501371861,23.24496671,211.2283121,3.283720917,0.327342741,75.40807811,0.628455525,81.24256795,2505.633671,8064.624568,752.5532046,5287.420119,5071.630753,528.789556,4141.303637,20690.06944,,15736.78061,27740.88101,20708.87435,0.691313831,1.833490004,687.3235714,6655.054595,6535.34,7013.831818,6330.421379,6597.29455
Czechia,2016,60.37047739,4.356207612,23.35365426,214.545049,3.374245427,0.343687339,77.20099724,0.654850426,84.78816626,2499.683349,7913.277808,759.1506054,5256.889686,5037.460213,532.7990735,4139.585361,21144.13715,16876.34314,15810.1114,27740.2965,20642.19203,0.62275683,1.909054793,691.5825331,6460.109449,6333.79,7032.678083,6333.749307,6570.738769
